Date,BOVESPA,DJIA,NIKKEI,STOXX,Oil,Gold,Copper,EURUSD,10YR,LIBOR,Soy,VIX
12/8/10,69338,11006.92969,9784.54,2587.4,68.03,599.5,3.944,0.795228628,3.2,0.57363,12.5,25.97
12/9/10,68173,11010.79004,9758.4,2606.89,68.23,597.5,3.9525,0.806061583,3.23,0.57231,12.59,23.93
12/10/10,67889,11022.82031,9459.89,2630.35,64.78,597,4.0395,0.814398567,3.18,0.57481,12.5,25.64
12/13/10,68342,11096.99023,9522.66,2616.57,71.52,595.5,3.966,0.818062827,3.21,0.57438,13.01,24.63
12/14/10,69127,11096.00977,9639.72,2622.95,74.56,583.85,4.018,0.808407437,3.34,0.57313,12.94,23.47
12/15/10,68741,11062.62988,9762.98,2715.27,74,585,3.8885,0.808472795,3.31,0.56938,13.13,22.73
12/16/10,67875,11139.59961,9768.7,2715.19,#N/A,585.5,3.923,#N/A,#N/A,0.56938,12.47,23.19
12/17/10,67304,10974.51953,9711.83,2746.23,72.7,584,3.724,0.815261699,3.29,0.56938,12.65,24.25
12/20/10,67979,11105.24023,9603.24,2753.6,72.88,578.5,3.7285,0.819269212,3.35,0.57219,12,24.13
12/21/10,67261,11146.41016,9914.19,2727.16,74.62,562.25,3.8305,0.820142705,3.39,0.57656,11.87,23.5
12/22/10,68218,11133.40039,9901.19,2752.89,71.43,563.75,3.833,0.833472245,3.2,0.57531,12.24,22.01
12/23/10,68470,11163.13965,9520.8,2782.43,71.55,564,3.7495,0.836190317,3.17,0.57656,11.84,22.63
12/27/10,68476,11168.40039,9537.94,2780.4,71.88,549.75,3.701,0.8336807,3.18,0.57688,12.04,22.21
12/28/10,67810,11127.33984,9439.13,2805.06,74.38,548,3.7555,0.830220008,3.2,0.57688,12.21,22.1
12/29/10,68043,11120.4502,9542.65,2806.47,75.48,548.5,3.751,0.825695649,3.33,0.57438,12.37,21.74
12/30/10,68953,11120.29981,9705.25,2794.36,73.89,553,3.758,0.828020204,3.24,0.57375,12.22,22.14
1/3/11,69310,11125.21973,9879.85,2784.61,74.99,554.25,3.823,0.814531237,3.28,0.57313,12.18,22.37
1/4/11,69962,11184.87988,9887.89,2757.37,76.84,555.5,3.946,0.811227387,3.32,0.57688,12.26,25.39
1/5/11,70311,11216.65039,10067.15,2802.67,77.67,553.25,3.977,0.811490708,3.27,0.57813,12.66,25.73
1/6/11,71093,11435.21973,9999.4,2794.55,76.82,551.25,3.995,0.808734331,3.21,0.60625,12.63,26.24
1/7/11,70580,11439.54004,9995.02,2752.77,77.18,545.25,4.004,0.809061489,3.24,0.6725,12.85,26.1
1/10/11,70056,11403.58984,10238.01,2738.61,77.84,545.25,4.044,0.807428341,3.26,0.6775,12.74,24.33
1/11/11,70146,11342.80957,10112.89,2792.75,77.15,545.4,4.0945,0.812809884,3.18,0.68125,12.71,24.59
1/12/11,70429,11326.69043,9923.7,2776.33,75.9,547.25,4.0815,0.812347685,3.13,0.68438,12.78,26.44
1/13/11,71631,11281.28027,9928.34,2774.62,75.96,548.6,4.105,0.813802083,3.14,0.68969,12.64,25.49
1/14/11,70723,11194.01953,9737.48,2752.71,78.45,555.25,4.1995,0.810898476,3.12,0.70125,12.55,25.66
1/17/11,70940,11194.7002,9693.94,2747.9,78.26,568,4.2015,0.811951932,3.05,0.70656,12.85,27.46
1/18/11,70612,11017.83008,9570.67,2732.91,75.93,568.6,4.1265,0.820546484,2.97,0.71875,12.78,26.7
1/19/11,70921,11010.49023,9382.64,2701.02,75.59,563.75,4.1105,0.81360345,2.97,0.725,12.79,27.37
1/20/11,70056,11180.76953,9191.6,2758.56,72.95,562.6,4.153,0.802310655,2.96,0.72438,12.71,24.45
1/21/11,69560,11201.66016,9203.71,2780,72.06,556.5,4.2005,0.795102171,3,0.72813,12.81,27.21
1/24/11,69134,11177.59961,9266.78,2786.88,#N/A,556.1,4.2705,#N/A,#N/A,0.73,13.06,26.05
1/26/11,69427,11037.34961,9338.04,2785.43,71.96,550.75,4.269,0.790763878,2.95,0.74,13.09,23.89
1/27/11,68717,11183.5,9279.65,2789.72,74.05,552.5,4.252,0.794028903,3,0.7625,13.3,23.19
1/28/11,68051,11083.75,9535.74,2775.75,75.46,551.75,4.275,0.78845699,3.04,0.775,13.53,21.31
1/31/11,66697,11049.71973,9585.32,2840.55,76.08,553.4,4.324,0.791201836,3.07,0.78875,13.56,#N/A
2/1/11,66575,11007.23047,9548.11,2836.11,74.93,556,4.309,0.795355126,3.08,0.78625,13.46,23.8
2/2/11,67844,11255.92969,9537.23,2841.65,77.16,545.75,4.3565,0.786225332,3.15,0.79313,13.46,23.25
2/3/11,66688,11361.87988,9795.24,2850.72,77.02,540.65,4.4395,0.784006272,3.07,0.80063,13.71,22.81
2/4/11,66752,11381.33008,9685.53,2837.33,76.67,544.3,4.4515,0.775614675,3,0.80375,13.48,21.99
2/7/11,65272,11363.84961,9408.36,2851.52,75.96,540.5,4.3635,0.774053719,2.96,0.80688,13.38,21.21
2/8/11,65359,11354.4502,#N/A,2882.29,76.53,546.6,4.4015,0.771426367,2.99,0.80375,13.64,21.56
2/9/11,65767,11370.44043,9300.46,2873.74,77.32,558.75,4.321,0.774893452,2.98,0.80688,13.48,22.1
2/10/11,64217,11370.05957,9278.83,2871.48,76.27,559,4.2725,0.78015291,2.9,0.80625,13.35,21.72
2/11/11,64582,11406.16016,9220.88,2856.31,79.01,548.65,4.2545,0.775013563,2.96,0.8075,13.51,22.01
2/14/11,65751,11429.24023,9430.96,2829.42,78.68,568.25,4.339,0.77675936,3.02,0.8125,13.27,21.5
2/15/11,66558,11475.63965,9503.66,2845.53,78.93,570,4.402,0.770238004,3.03,0.80625,13.85,22.35
2/16/11,66342,11457.92969,9496.85,2844.99,77.46,571.85,4.367,0.770238004,3.08,0.81125,13.83,22.51
2/17/11,67580,11499.01953,9753.27,2836.73,77.06,571.85,4.4035,0.769349131,3.03,0.81,13.86,23.87
2/18/11,67685,11491.29981,9696.02,2861.01,78.3,567.2,4.4185,0.765462339,3.03,0.81,13.71,21.71
2/21/11,68067,11478.36035,9537.3,2830.43,78.85,569.8,4.36,0.765169485,2.94,0.80875,13.75,22.54
2/22/11,67255,11532.16992,9570.31,2884.12,81.25,560.3,4.2625,0.759070897,2.99,0.8075,13.79,22.6
2/23/11,66440,11559.11035,9694.01,2875.94,82.52,559.75,4.3,0.755344059,2.94,0.80375,13.82,23.25
2/24/11,66909,11572.80957,9489.34,2867.96,82.49,562.25,4.3415,0.75999392,2.98,0.7975,13.75,23.7
2/25/11,66952,11554.79981,9653.92,2890.64,82,562.25,4.219,0.760051684,2.94,0.7875,13.45,22.5
2/28/11,66909,11572.74023,9642.12,2845.93,80.67,556.65,4.2605,0.75289866,2.86,0.7775,13.56,23.53
3/1/11,67381,11585.37988,9572.49,2831.22,81.46,558.5,4.331,0.755229968,2.86,0.77,13.7,21.76
3/2/11,66242,11569.33008,9551.05,2822.43,80.24,559.25,4.3655,0.763650248,2.79,0.76375,13.7,21.49
3/3/11,67284,11577.42969,9292.85,2848.45,78.09,547.7,4.451,0.775253896,2.72,0.755,13.87,21.56
3/4/11,68138,11670.90039,9212.59,2781.77,75.68,544.75,4.54,0.777242344,2.74,0.75125,14.13,20.71
3/9/11,68010,11688.61035,9253.46,2802.7,75.39,558.05,4.534,0.783269366,2.68,0.7525,14.19,18.96
3/10/11,67256,11716.92969,9196.67,2855.23,75.17,559.4,4.535,0.778937529,2.58,0.75125,14.11,18.93
3/11/11,66041,11696.86035,9161.68,2845.75,75.76,547.25,4.571,0.77579519,2.64,0.75375,14.09,19.07
3/14/11,66684,11672.33984,9240.54,2811.43,75.39,547.5,4.5675,0.77688005,2.64,0.75375,14,19.88
3/15/11,67168,11638.50977,9362.68,2739.37,74.45,542.25,4.568,0.778998208,2.58,0.75875,14.12,19.03
3/16/11,67011,11673.62012,9179.38,2758.02,73.45,545.25,4.5195,0.788208402,2.62,0.76375,14.29,19.09
3/17/11,66017,11753.7002,9116.69,2765.05,72.71,541,4.537,0.789702282,2.6,0.765,14.11,20.63
3/18/11,66217,11732.12988,8995.14,2736.96,71.24,529.5,4.531,0.788954635,2.5,0.76625,13.94,19.79
3/21/11,66887,11783.82031,8845.39,2669.96,72.07,531.6,4.623,0.790388871,2.54,0.7625,13.83,19.27
3/22/11,66684,11834.20996,8906.48,2650.99,73.36,534.35,4.5315,0.786348982,2.5,0.76125,13.48,18.78
3/23/11,67570,11823.7002,8991.06,2721.87,75.17,520.75,4.466,0.783392088,2.66,0.7575,13.46,19.85
3/24/11,67799,11822.9502,9149.26,2781.39,74.69,513,4.48,0.788270534,2.54,0.75375,13.85,20.22
3/25/11,67528,11873.42969,8824.06,2782.39,71.93,517,4.4785,0.787153652,2.47,0.75,13.48,20.71
3/28/11,67767,11980.51953,8927.02,2769.96,73.97,509.15,4.3455,0.780457348,2.58,0.7375,12.78,20.88
3/29/11,67194,11978.84961,9062.84,2802.74,74.99,503.6,4.2735,0.779787898,2.63,0.73,13,21.2
3/30/11,67423,11985.36035,9114.13,2818.95,74.52,494.75,4.3265,0.776096236,2.72,0.72625,12.98,21.83
3/31/11,68000,11990.36035,9301.32,2840.71,#N/A,494.5,4.436,#N/A,#N/A,0.72875,13.45,21.57
4/1/11,68588,11824.38965,9226,2839.53,73.98,505.75,4.478,0.78597815,2.61,0.7275,13.37,19.56
4/4/11,69270,11892.5,9024.6,2855.37,74.65,507.45,4.4905,0.785731123,2.66,0.72563,13.5,18.52
4/5/11,69704,12038.26953,9098.39,2861.67,74.25,502.5,4.48,0.786905886,2.77,0.72375,13.69,18.26
4/6/11,69841,12040.67969,9239.17,2831.88,76.4,502.4,4.475,0.785484251,2.81,0.72375,13.87,18.29
4/7/11,69040,12061.73047,9321.82,2845.78,77.17,513.75,4.472,0.77579519,2.74,0.71875,13.89,19.08
4/8/11,69180,12092.37988,9299.31,2821.77,76.78,522.8,4.313,0.768403258,2.68,0.7175,13.7,18.47
4/11/11,68719,12152.7002,9516.56,2839.22,75.92,537.5,4.325,0.768757688,2.74,0.7225,13.57,18.64
4/12/11,68153,12229.29004,9509.5,2876.99,74.58,524.75,4.1995,0.764584448,2.77,0.71375,13.24,20.61
4/13/11,66909,12239.66016,9626.09,2869.63,73.63,514.85,4.1845,0.766518473,2.75,0.71,13.3,20.2
4/14/11,66483,12227.78027,#N/A,2864.52,74.81,512.3,4.195,0.764876855,2.72,0.71,13.09,22.58
4/15/11,66281,12266.83008,9602.11,2861.94,72.96,508.25,4.1735,0.761266748,2.61,0.70625,13.14,21.76
4/18/11,66689,12266.75,9566.32,2826.51,72.98,505,4.125,0.747104968,2.56,0.69375,12.44,18.75
4/19/11,65417,12219.79004,#N/A,2824.3,73.4,504.75,4.187,0.74940048,2.56,0.69375,12.61,18.04
4/20/11,66165,12287.71973,9471.67,2841.23,74.63,494.4,4.336,0.742059958,2.62,0.6925,13.09,18.37
4/25/11,67058,12318.66992,9603.14,2807.04,76.51,493.8,4.3295,0.742115028,2.54,0.69063,13.37,20.63
4/26/11,66972,12389.74023,9495.76,2792.82,76.15,497.1,4.2755,0.736214386,2.48,0.69063,13.37,19.56
4/27/11,67143,12211.80957,9559.38,2839.43,77.85,497.3,4.4185,0.733245344,2.52,0.68938,13.43,#N/A
4/28/11,66249,12104.55957,9369.35,2844.17,79.95,495.7,4.414,0.735240056,2.53,0.69563,13.28,22.22
4/29/11,65664,12060.92969,9404.23,2833.74,81.57,492.75,4.4085,0.727061219,2.54,0.70063,13.35,21.53
5/2/11,66119,12130.4502,9381.06,2836.23,81.43,488.85,4.3405,0.73056692,2.5,0.70313,13.38,23.54
5/3/11,65458,12226.49023,9518.76,2808.25,82.83,493,4.3375,0.72285673,2.5,0.71125,13.29,21.36
5/4/11,64320,12057.33984,9691.43,2760.88,83.21,488,4.266,0.71818443,2.41,0.715,13.43,19.39
5/5/11,63609,12068.00977,9684.81,2796.6,81.34,487.9,4.3,0.7183392,2.41,0.71875,13.53,18.01
5/6/11,63422,12258.87988,9588.88,2879.11,82.66,480.75,4.2515,0.718236012,2.41,0.74125,13.91,18.02
5/9/11,64416,12171.08984,#N/A,2915.62,82.18,470.65,4.2465,#N/A,#N/A,0.74875,13.75,17.99
5/10/11,64622,12085.87012,9388.64,2920.4,81.67,467.55,4.258,0.722230247,2.44,0.7725,13.65,17.74
5/11/11,64877,12211.16016,9403.51,2910.63,83.03,469.75,4.3635,0.716127184,2.46,0.80625,13.54,17.25
5/12/11,63772,12211.42969,9583.51,2945.62,82.71,465.9,4.409,0.710934167,2.52,0.82375,13.58,17.61
5/13/11,64003,11976.95996,9500.25,2923.76,81.23,467,4.495,0.71438777,2.59,0.8325,13.73,17.55
5/16/11,63233,12042.12988,9498.49,2927.42,83.06,462.6,4.3775,0.71540993,2.52,0.865,13.5,17.61
5/17/11,62830,11988.69043,9539.45,2970.56,79.57,457.15,4.2885,0.72322268,2.5,0.86438,13.12,17.94
5/18/11,63675,11854.2002,9381.6,2979.06,81.93,457.6,4.2795,0.716897269,2.51,0.855,13.16,17.39
5/19/11,62844,11614.88965,9376.48,2957.78,80.03,461.35,4.253,0.715665927,2.57,0.84938,13.13,16.11
5/20/11,62370,11777.23047,9426.71,2967.78,81.15,464.8,4.194,0.719217491,2.59,0.8525,13.14,16.41
5/23/11,62597,11860.11035,9401.16,2989.75,82,461.65,4.225,0.715000715,2.59,0.85,13.26,16.49
5/24/11,62350,12036.37012,9377.38,2954.13,82.6,465.55,4.3365,0.720824623,2.67,0.8575,13.24,15.45
5/25/11,63329,12018.40039,9387.03,2953.63,81.9,472.65,4.398,0.725268349,2.75,0.885,13.4,16.47
5/26/11,63389,12087.54004,9366.03,3006.81,82.2,473.65,4.301,0.717926628,2.69,0.87875,13.66,#N/A
5/27/11,64101,12170.70996,9202.45,3012.7,81.45,473.25,4.3185,0.719735137,2.63,0.87375,13.78,17.67
5/30/11,64295,12221.19043,9154.72,2995.49,82.94,471.55,4.2285,0.720046083,2.66,0.86625,13.71,17.52
5/31/11,63961,12194.48047,9159.98,3003.19,83.91,467,4.245,0.712961643,2.63,0.855,13.67,17.28
6/1/11,64616,12280.07031,#N/A,3031.18,84.45,463.75,4.1655,0.713572142,2.67,0.84375,13.38,17.52
6/2/11,63411,12350.75977,9358.78,3042.5,86.49,463.15,4.1825,0.70303712,2.53,0.835,13.79,17.75
6/3/11,64216,12321.01953,9625.99,3031.62,86.85,464,4.24,0.712606,2.58,0.82125,13.78,17.61
6/6/11,64341,12374.59961,9732.92,3025.68,87.07,468.4,4.1205,0.718029726,2.6,0.8175,13.49,17.38
6/7/11,63072,12402.08008,9694.49,3024.36,87.04,473,3.9855,0.721240534,2.72,0.82563,13.37,17.02
6/8/11,63204,12386.66016,9830.52,3018.38,87.77,472.35,3.9635,0.728438228,2.65,0.82688,13.09,17.4
6/9/11,63037,12426.4502,9861.46,3030.46,87.77,470.7,4.004,#N/A,#N/A,0.82063,13.13,17.14
6/10/11,63470,12409.87012,9724.81,3061.92,84.89,471.25,4.0295,0.729927007,2.76,0.82313,13.22,17.54
6/13/11,62701,12380.42969,9827.51,3064.54,84.88,478.5,3.902,0.734484025,2.92,0.82313,13.25,16.89
6/14/11,62023,12381.19043,9797.1,3068,82.33,475.5,3.9605,0.739809129,2.85,0.82188,13.19,16.24
6/15/11,62198,12263.65039,9811.66,3012.34,80.43,477.5,3.975,0.737735153,2.89,0.81938,13.31,16.39
6/16/11,61602,12270.24023,10013.63,2983.33,81.88,472,3.983,0.734322221,2.9,0.82563,13.18,15.46
6/17/11,60883,12285.4502,10022.39,2954.92,81.65,466.3,3.991,0.732386114,2.88,0.85188,13.15,#N/A
6/20/11,61059,12339.70996,10115.19,2949.13,81.24,465.25,4.0995,0.734645901,2.8,0.85813,13.31,15.87
6/21/11,61188,12201.44043,#N/A,2985.02,80.79,467.5,4.047,0.746937556,2.77,0.86438,13.7,17.31
6/22/11,61420,12266.75,10030.11,3013.09,83.21,465,4.119,0.74906367,2.93,0.863,13.7,17.99
6/24/11,61192,12453.62012,10079.76,2983.27,#N/A,473.4,3.99,#N/A,#N/A,0.85738,13.7,18.47
6/27/11,61017,12505.99023,10039.56,2958.8,83.87,472.5,4.0125,0.75511591,2.87,0.8505,13.64,17.65
6/28/11,61216,12480.86035,10125.99,2969.24,85.73,462,4.102,0.763825237,2.84,0.85063,13.72,17.59
6/29/11,62303,12592.23047,9937.04,2949.18,84.12,465.65,4.107,0.767106474,2.81,0.8475,13.77,16.64
6/30/11,62337,12689.90039,9988.05,2931.42,86.75,461.05,4.1795,0.760514108,2.97,0.84625,13.85,16.15
7/1/11,62404,12763.45996,10168.52,2945.42,87.98,464.5,4.1735,0.75597218,3.01,0.845,13.8,20.04
7/4/11,63397,12810.16016,10178.32,2935.11,89.18,472.75,4.103,0.74811102,3.03,0.845,13.76,19.53
7/5/11,63886,12806.37988,10167.23,2909.73,89.33,467,4.0805,0.753295669,2.95,0.84775,13.86,17.63
7/6/11,63039,12806.29004,10141.1,2883.84,88.69,470,4.13,0.750581701,3.15,0.85338,14.07,17.3
7/7/11,62573,12723.65039,10232.33,2852.11,88.3,461.95,4.137,0.755172935,3.26,0.85875,14.15,16.69
7/8/11,62207,12580.75977,10285.88,2784.2,88.35,458.1,4.1445,0.757231561,3.23,0.86625,13.85,15.93
7/11/11,61502,12637.83008,10211.95,2721.24,87.81,449.1,4.105,0.755172935,3.32,0.87188,13.96,16.28
7/12/11,60220,12685.12988,10293.89,2786.16,88.62,447.85,4.1035,0.746881769,3.29,0.88313,14.04,15.81
7/13/11,59718,12745.87012,10316.77,2792.61,88.33,448.7,4.052,0.746547219,3.49,0.89813,13.96,15.87
7/14/11,60673,12629.95996,10309.78,2860.81,88.66,449.15,4.0305,0.751540658,3.53,0.905,13.89,16.09
7/15/11,59679,12695.65039,10311.29,2854.79,87.71,446.7,4.154,0.757231561,3.47,0.91625,13.85,15.69
7/18/11,59479,12594.76953,10303.83,2866.23,88.02,444.8,4.1215,0.760167237,3.33,0.925,13.7,15.95
7/19/11,58838,12541.33008,10216.41,2909.78,88.68,444.5,4.1175,0.761962816,3.36,0.93625,13.7,16.37
7/20/11,59094,12471.78027,10370.53,2911.33,89.3,443.5,4.103,0.761556622,3.35,0.945,13.53,16.72
7/21/11,59120,12561.45996,10346.48,2914.76,89.83,445.6,4.075,0.764000306,3.36,0.96,13.35,16.59
7/22/11,60263,12604.71973,#N/A,2910.93,90.84,446.3,4.0895,0.763300511,3.41,0.9825,13.41,16.43
7/25/11,60264,12511.36035,10279.19,2936.44,#N/A,435.5,4.09,#N/A,#N/A,1.03,13.54,#N/A
7/26/11,59972,12381.57031,10355.99,2910.91,90.99,433,4.041,0.760687662,3.36,1.06563,13.35,20.8
7/27/11,59336,12355.4502,10292.63,2962.92,91.48,436.15,4.0985,0.762078951,3.5,1.07875,13.23,22.13
7/28/11,58297,12391.62988,10344.54,2955.84,91.13,438.5,4.0515,0.758552681,3.35,1.0875,13.25,21.32
7/29/11,58703,12398.05957,10228.92,2950.96,89.85,439,4.092,0.753636295,3.38,1.09375,13.35,19.22
8/1/11,58823,12443.40039,#N/A,2971.48,91.38,438.25,4.2095,#N/A,3.3,1.09938,13.36,18.35
8/2/11,58526,12569.41016,#N/A,2963.69,91.59,439.85,4.272,0.747887219,3.36,1.1025,13.38,21.01
8/3/11,57318,12289.61035,10398.1,2984.66,89.39,437.5,4.292,0.751540658,3.36,1.1075,13.1,20.7
8/4/11,55999,12247.79981,10380.77,2974.58,90.3,439.25,4.339,0.759243793,3.5,1.1275,13.23,18.6
8/5/11,52811,12151.19043,10529.76,2932.33,88.37,439,4.3265,0.767636447,3.44,1.1375,13.32,19.06
8/8/11,52938,12090.17969,10541.04,2949.98,88.07,444.25,4.432,0.772558714,3.34,1.15125,13.32,20.66
8/9/11,48671,12066.26953,#N/A,2917.72,89.24,440.85,4.4025,0.772499034,3.32,1.16625,13.51,19.82
8/10/11,51151,12049.46973,10510.68,2919.05,91.11,442.6,4.3585,0.770534751,3.37,1.18,13.57,20.22
8/11/11,51398,12124.16992,10512.8,2847.96,91.85,447.25,4.3815,0.765345171,3.4,1.18875,13.57,21.88
8/12/11,53344,11945.33008,10589.76,2857.61,91.39,437.8,4.3945,0.748278958,3.34,1.19125,13.66,20.08
8/15/11,53478,11951.37988,10499.04,2921.43,91.53,436.3,4.372,0.75030012,3.35,1.19938,13.85,21.13
8/16/11,54651,12075.12012,10502.86,2936.3,#N/A,434.7,4.405,#N/A,#N/A,1.19938,13.92,24.32
8/17/11,54324,11896.12988,10518.98,2955.36,91.38,436.85,4.396,0.746324353,3.39,1.20313,13.96,29.4
8/18/11,55037,11962.66016,10557.1,2977.59,90.85,437.5,4.4605,0.741015191,3.37,1.20063,13.96,26.37
8/19/11,53135,12004.28027,10437.31,3005.33,88.56,435.6,4.4285,0.743881574,3.47,1.2075,13.89,24.44
8/22/11,52472,12081.33008,10274.52,3011.25,88.22,433.6,4.3775,0.736322804,3.44,1.20125,13.83,20.61
8/23/11,52440,12189.70996,10345.11,3008.89,86.74,431.85,4.4045,0.732439757,3.43,1.19125,13.85,20.21
8/24/11,53787,12108.34961,10464.42,3000.39,85.08,431.35,4.4015,0.732922897,3.35,1.185,13.85,19.17
8/25/11,53796,12049.24023,10401.9,2952.02,86.15,427.15,4.474,0.73056692,3.45,1.185,13.71,18
8/26/11,52955,11934.66016,10478.66,2926.54,84.45,425.3,4.4405,0.73056692,3.42,1.1875,13.88,17.91
8/29/11,53356,12043.55957,10360.34,2952.9,88.15,422.75,4.4645,0.734915852,3.36,1.18688,13.81,19.44
8/30/11,54861,12187.62988,10237.92,2902.4,90.99,424.5,4.474,0.729128691,3.42,1.19125,13.68,18.16
8/31/11,55399,12262.25,10274.5,2939.02,89.54,424.85,4.404,0.725005438,3.48,1.195,13.52,17.71
9/1/11,56498,12414.33984,10457.36,2942.43,89.78,426.35,4.389,0.725742071,3.52,1.195,13.57,17.74
9/2/11,58114,12569.87012,10431.36,2917.05,89.42,423.65,4.32,0.732386114,3.58,1.19625,13.73,17.4
9/5/11,56521,12562.46973,10543.52,2894.6,87.87,420.65,4.231,0.736160188,3.68,1.19625,13.66,17.5
9/6/11,54998,12627.23047,10592.04,2881.31,86.3,420,4.113,0.737626319,3.68,1.195,13.38,17.25
9/8/11,56609,12717.90039,10635.98,2849.6,85.85,421.6,3.9575,0.730620297,3.75,1.18875,13.26,16.9
9/9/11,57614,12655.62012,10617.83,2867.3,85.59,419.6,3.967,0.73056692,3.65,1.18313,13.02,17.11
9/12/11,55773,12505.54004,10605.65,2890.6,85.44,422.5,3.8855,0.733299113,3.7,1.18125,12.9,17.87
9/13/11,55690,12447.33008,#N/A,2853.98,84.39,425.55,4.0045,0.73964497,3.64,1.18125,12.92,16.59
9/14/11,55544,12491.53027,10725.54,2794.26,83.66,426.95,4.0095,0.742170105,3.62,1.18,13.22,17.09
9/15/11,56287,12437.12012,10746.67,2801.27,83.13,425,4.0315,0.741070105,3.61,1.17875,13.25,16.92
9/16/11,56381,12475.11035,10808.29,2816.84,83.8,423.75,3.994,0.738170813,3.62,1.17875,13.41,16.27
9/19/11,57208,12386.03027,10836.64,2799.82,85.05,427.85,4.029,0.734645901,3.58,1.17875,13.4,15.32
9/20/11,57105,12583.67969,10842.8,2819.4,85.03,423.85,3.9645,0.73136839,3.59,1.18188,13.57,16.96
9/21/11,56381,12567.07031,10857.53,2814.34,#N/A,426,3.9825,#N/A,#N/A,1.19375,13.51,15.83
9/22/11,55981,12724.70996,10664.7,2861.92,92.65,427.6,3.956,0.732010834,3.46,1.21563,13.59,15.07
9/23/11,53273,12679.71973,10579.1,2827.66,96.04,434.2,3.996,0.726849833,3.49,1.22375,13.75,14.69
9/26/11,53243,12592.12012,10452.71,2782.57,95.83,436.8,3.998,0.724952878,3.46,1.23375,13.87,#N/A
9/27/11,53751,12498.41992,10526.76,2789.11,96.52,434.9,4.079,0.726902668,3.42,1.23625,13.84,15.77
9/28/11,53921,12301.71973,10624.09,2765.33,97.1,437.5,4.099,0.725005438,3.42,1.245,13.78,15.62
9/29/11,53276,12239.36035,10754.03,2774.5,99.63,439.35,4.089,0.723955694,3.41,1.26063,14.09,15.35
9/30/11,53385,12144.21973,10492.38,2752.06,102.27,442.95,4.123,0.721032519,3.46,1.27688,14.29,14.62
10/3/11,52319,12129.76953,10586.02,2778.12,101.92,437.15,4.187,0.717000072,3.58,1.27875,14.39,14.75
10/4/11,50790,11863.74023,10693.66,2732.54,104.34,437.5,4.1425,0.715154116,3.49,1.27875,14.4,15.99
10/5/11,50683,11893.86035,10505.02,2733.95,105.37,434.35,4.107,0.715512307,3.51,1.2725,14.17,16.7
10/6/11,51016,11383.98047,10525.19,2779.94,105.06,440.5,4.0395,0.71880391,3.56,1.27,14.26,17.08
10/7/11,52290,11433.92969,10589.5,2731.5,104.39,436.05,4.1155,0.719114051,3.48,1.27,14.03,18.2
10/10/11,51244,10810.91016,10434.38,2730.62,102.73,431.3,4.128,0.723431961,3.37,1.27,14.01,18.4
10/11/11,53271,11228,10254.43,2770.12,101.14,426.65,3.9875,0.721292556,3.4,1.27063,13.9,17.16
10/13/11,53836,10729.84961,9620.49,2748.01,101.2,426.95,3.9505,0.715563506,3.36,1.2725,13.99,15.91
10/14/11,54603,11143.45996,8605.15,2801.99,97.23,425.6,3.956,0.715922108,3.33,1.28125,13.68,16.95
10/17/11,55021,11269.84961,9093.72,2795.07,97.99,422.75,3.885,0.718287602,3.22,1.29063,13.64,16.03
10/18/11,53915,11480.48047,8962.67,2730.86,101.47,423.55,3.945,0.71321589,3.25,1.29438,13.55,17.07
10/19/11,55037,11392.00977,9206.75,2715.88,101.06,424.9,3.92,0.707163567,3.28,1.2975,13.31,18.24
10/20/11,54953,11406.26953,#N/A,2723.93,102.36,426.6,3.7715,0.705019741,3.34,1.3,13.31,17.55
10/21/11,54014,10989.75,9608.32,2750.49,104.53,424.8,3.7165,0.703630735,3.34,1.32,13.11,16.23
10/24/11,55259,10820.37012,9449.47,2802.55,105.21,423.2,3.7535,0.708014727,3.36,1.345,13.1,15.52
10/25/11,56885,10854.58008,9435.01,2848.53,105.04,417.2,3.4805,0.704225352,3.42,1.38125,12.93,17.43
10/26/11,56306,11175.78027,9536.13,2875.67,104.89,416.1,3.272,0.707013575,3.46,1.39,12.55,18.27
10/27/11,57146,11321.01953,9478.53,2870.19,103.54,416.9,3.275,0.709018718,3.47,1.40563,12.3,17.82
10/28/11,59270,11149.82031,9459.08,2850.51,104.34,418.6,3.4295,0.709723208,3.5,1.40813,12.32,17.07
10/31/11,59513,11286.65039,9708.79,2832.63,103.8,418.75,3.236,0.709471444,3.47,1.40813,12.35,16.09
11/1/11,58300,11532.12988,9755.1,2844.51,106.19,418.5,3.246,0.705069449,3.47,1.41375,11.96,15.98
11/3/11,57327,11560.48047,9708.39,2790.09,107.55,418.25,3.152,0.703482237,3.46,1.41125,12.02,#N/A
11/4/11,58186,11613.29981,9718.89,2709.15,108.14,417.6,3.14,0.70318543,3.45,1.39313,11.51,15.45
11/7/11,58670,11492.05957,9615.55,2693.53,107.82,420.7,3.0945,0.702740689,3.5,1.39188,11.5,18.3
11/8/11,59205,11237.30957,9584.37,2715.05,108.38,421.75,3.0975,0.697690644,3.56,1.395,11.32,18.09
11/9/11,59011,11137.62988,9590.93,2695.29,109.82,419.4,3.239,0.699937006,3.58,1.39625,11.38,17.95
11/10/11,57561,11414.86035,9768.08,2675.38,112.27,420.35,3.2665,0.692664681,3.59,1.39375,11.38,18.49
11/11/11,57325,11294.59961,9719.7,2622.36,109.5,419.9,3.362,0.691850007,3.59,1.38563,11.32,18.07
